vid1	rabbit	climb	Venetian blind
vid327	person	skate	car
vid328	electric mixer	catch	person
vid329	dog	<>	flower pot
vid330	guitar	<>	person
vid331	evaporative cooler	throw	person
vid332	person	skate	lamp
vid333	giant panda	<>	cat
vid334	person	catch	lamp
vid335	group	<>	bench
vid336	person	skate	blue point Siamese
vid337	frying pan	mix	wok
vid338	microwave	bowl	person
vid339	microwave	bowl	dishwasher
vid340	person	<>	tv or monitor
vid341	person	<>	<>
vid342	person	<>	<>
vid343	person	<>	tv or monitor
vid344	<>	<>	person
vid345	person	<>	bathing cap
vid346	matchbox	bowl	person
vid347	person	walk	shrapnel
vid348	person	skate	table
vid349	person	<>	wombat
vid350	person	<>	flower pot
vid351	person	<>	<>
vid352	person	crawl	flower pot
vid353	person	climb	crutch
vid354	ray	<>	guitarfish
vid355	person	<>	dog
vid356	person	apply	dog
vid357	person	<>	head cabbage
vid358	dog	walk	person
vid359	person	toss	car
vid360	person	climb	bookshelf
vid361	person	<>	chair
vid362	person	<>	flute
vid363	person	<>	sunglasses
vid364	person	<>	bag
vid365	person	<>	tv
vid366	person	<>	whisk
vid367	person	<>	ping-pong ball
vid368	person	jump	bench
vid369	person	apply	bench
vid370	dog	crawl	volleyball
vid371	person	catch	goldfish
vid372	cucumber	catch	person
vid373	person	catch	field
vid374	guitar	<>	fence
vid375	nailbrush	<>	person
vid376	person	<>	nailbrush
vid377	person	lie	matchstick
vid378	person	<>	sunglasses
vid379	person	<>	plate rack
vid380	person	knead	epee
vid381	golfcart	box	broiler
vid382	person	<>	charcuterie
vid383	person	<>	charcuterie
vid384	person	<>	popsicle
vid385	person	<>	tv or monitor
vid386	person	knead	bottlecap
vid387	person	<>	puck
vid388	person	apply	bathing cap
vid389	tiger cub	<>	person
vid390	person	horse	<>
vid391	chair	<>	violin
vid392	person	<>	chair
vid393	fish	<>	person
vid394	shower cap	<>	roof
vid395	person	apply	ping-pong ball
vid396	person	mix	bowl
vid397	train	<>	Egyptian cat
vid398	person	<>	roundel
vid399	wok	mix	bowl
vid400	wok	mix	person
vid401	person	mix	table
vid402	person	<>	table
vid403	person	<>	pattypan squash
vid404	subwoofer	mix	bowl
vid405	bowl	mix	animal
vid406	person	<>	bottlecap
vid407	person	<>	bottlecap
vid408	person	<>	shadow
vid409	person	<>	instrument
vid410	table	mix	bowl
vid411	person	<>	artichoke
vid412	person	tie	table
vid413	person	<>	dog
vid414	person	mix	pattypan squash
vid415	<>	<>	round-bottom flask
vid416	person	<>	traffic light
vid417	person	<>	wood chisel
vid418	cart	horse	oxcart
vid419	person	<>	dog
vid420	person	apply	ski
vid421	person	catch	sunglasses
vid422	person	<>	rubber eraser
vid423	<>	jump	motorcycle
vid424	motorcycle	<>	person
vid425	unicycle	jump	stunt
vid426	tv or monitor	<>	person
vid427	person	<>	crutch
vid428	tv or monitor	<>	table
vid429	person	play	maternity hospital
vid430	dog	<>	horse
vid431	person	catch	<>
vid432	person	catch	chair
vid433	person	skate	car
vid434	giant panda	knead	bear
vid435	animal	apply	piano action
vid436	person	apply	helmet
vid437	deer	<>	cattle
vid438	person	<>	bow tie
vid439	person	knead	dog
vid440	person	catch	motorcycle
vid441	person	apply	orthoscope
vid442	horse	horse	person
vid443	person	<>	brassiere
vid444	<>	<>	chair
vid445	person	<>	car
vid446	domestic cat	climb	dog
vid447	bowl	mix	tray
vid448	broccoli	mix	person
vid449	person	mix	flower pot
vid450	radicchio	mix	cricket
vid451	person	<>	bathing cap
vid452	tv or monitor	<>	person
vid453	person	walk	oxygen mask
vid454	person	<>	sunglasses
vid455	wombat	horse	horse
vid456	person	apply	car
vid457	<>	apply	meat
vid458	person	apply	ski
vid459	train	catch	washroom
vid460	person	crawl	domestic cat
vid461	refrigerator	<>	person
vid462	person	<>	injector
vid463	person	<>	tie
vid464	person	<>	bowl
vid465	person	knead	tv or monitor
vid466	person	horse	<>
vid467	person	<>	church tower
vid468	person	catch	table
vid469	person	box	quartz lamp
vid470	dog	crawl	field
vid471	person	catch	dog
vid472	person	catch	bow tie
vid473	person	<>	punch bowl
vid474	person	horse	camel
vid475	group	skate	computer keyboard
vid476	domestic cat	catch	toilet bowl
vid477	person	<>	lamp
vid478	dog	catch	elephant
vid479	table	catch	person
vid480	person	<>	lioness
vid481	person	toss	house
vid482	moneybag	apply	dog
vid483	person	crawl	sofa
vid484	person	<>	alb
vid485	person	apply	hat with a wide brim
vid486	train	<>	person
